75,48567    75,48567    74,21198
75,06113    75,06113    75,06113
74,21198    74,21198    76,33467
75,06113    75,06113    74,63657
73,3627     73,3627     74,21198
73,3627     72,93803    72,51332
72,93803    72,93803    72,93803
73,3627     72,51332    72,51332
75,06113    73,78735    73,3627
76,33467    75,91019    75,48567
77,18356    77,18356    77,18356
77,18356    77,18356    77,18356
77,18356    77,18356    76,75912
